Epoch,Train Loss,Valid Loss
0,0.43513831772208955,0.4236783921605094
1,0.4159928124598236,0.4159104922865517
2,0.40756953498246934,0.4153746533531096
3,0.4005962494315938,0.4104412160894422
4,0.3934820551573934,0.4125020312435398
5,0.3858111353801213,0.41252538253556675
